name,objra,objdec,Bars
manga-11760-6103,191.059479598,50.2316729756,0.5
manga-11760-6104,192.467210028,49.9763560459,0.0
manga-11760-9101,192.415730751,49.4471149972,0.5
manga-11760-9102,192.40417629,50.4025439904,0.5
manga-11761-12701,192.105875323,54.2015100983,1.0
manga-11761-12702,194.436717053,53.6370092694,0.25
manga-11761-12703,195.40754658,54.3904415887,0.5
manga-11761-12704,195.86457106,53.5319565106,0.0
manga-11761-12705,194.915700767,53.3411860487,0.0
manga-11761-1901,194.453138306,52.7792658133,0.0
manga-11761-1902,193.877108145,52.0604218621,0.0
manga-11761-3701,194.680925932,53.921611241,0.0
manga-11761-3702,194.948531097,54.0063182222,0.0
manga-11761-3703,195.307351892,53.7947036557,0.5
manga-11761-3704,194.11460142,52.279470468,0.0
manga-11761-6101,195.356196699,52.6450538631,0.0
manga-11761-6102,194.665772663,52.9804192349,0.0
manga-11761-6103,192.576352716,53.5899663334,0.5
manga-11761-6104,195.920050294,53.723230275,0.0
manga-11761-9101,193.867894208,53.5750725568,0.5
manga-11761-9102,193.65737745,53.09004511,0.0
manga-11823-12701,248.273506794,27.0310516512,0.0
manga-11823-12702,248.28557,28.63065,0.25
manga-11823-12703,249.901027833,28.8181214665,0.5
manga-11823-12704,249.101986828,28.6178052776,0.0
manga-11823-12705,249.698899255,27.9071950943,0.0
manga-11823-1901,248.25398312,27.5934144346,0.0
manga-11823-1902,248.358502735,27.054314687,0.0
manga-11823-3701,249.64812325,27.7925932479,0.0
manga-11823-3702,249.53426186,28.3686783449,0.0
manga-11823-3704,248.593482076,26.6522156444,0.25
manga-11823-6101,249.434108584,27.0921024388,0.0
manga-11823-6102,248.49628623,26.8979748103,0.0
manga-11823-6103,248.823830476,27.4495137309,0.0
manga-11823-9101,248.934468071,27.4868801763,0.0
manga-11824-12701,222.967464224,5.24566211555,0.5
manga-11824-12702,223.287263511,4.85106307105,0.0
manga-11824-12703,224.643755171,5.79076611244,0.0
manga-11824-12704,223.554733055,4.84154509339,0.0
manga-11824-12705,223.563938605,4.51426654695,0.0
manga-11824-1901,223.354251348,4.66532442903,0.0
manga-11824-1902,223.559806393,4.79439693229,0.0
manga-11824-3701,223.654488174,5.13195106118,0.75
manga-11824-3702,224.641891856,5.50957024175,0.0
manga-11824-3703,225.400129006,5.68283576467,0.0
manga-11824-3704,225.51741531,4.90221300339,0.0
manga-11824-6101,223.146758951,4.54588015264,0.0
manga-11824-6102,223.552108071,4.75015942749,0.0
manga-11824-6103,223.320762882,4.79338332873,0.0
manga-11824-6104,225.097249352,5.48140004064,0.0
manga-11824-9101,222.977407327,5.32618251026,1.0
manga-11824-9102,223.542486127,4.93603817116,0.0
manga-11826-12701,188.58542,36.51192,0.5
manga-11826-12702,188.522935588,36.8417342147,0.5
manga-11826-12703,188.52276,38.66727,0.0
manga-11826-12704,189.526960191,36.8803668853,0.5
manga-11826-12705,189.73106583,36.8067311208,0.0
manga-11826-1901,190.037887241,38.8481382155,0.0
manga-11826-1902,190.19038,38.07348,1.0
manga-11826-3701,189.488820599,38.3162845006,0.5
manga-11826-3702,189.461351502,38.8770118663,0.0
manga-11826-3703,190.311803106,38.6644693562,0.0
manga-11826-3704,190.320043463,37.8241224038,0.0
manga-11826-6101,190.463856568,36.2630183654,0.0
manga-11826-6102,188.295058435,36.5809438721,0.75
manga-11826-6103,188.859813869,37.2635550854,0.0
manga-11826-6104,190.000752018,36.8724047121,0.0
manga-11826-9101,187.893659749,37.9805527322,0.5
manga-11826-9102,188.407299457,37.6894556941,0.0
manga-11827-12702,211.811154792,49.0935931941,0.0
manga-11827-12703,212.909287308,49.8844743803,0.0
manga-11827-12704,212.765629211,48.9656202444,0.5
manga-11827-12705,212.638760815,48.6364868825,0.5
manga-11827-1901,213.839268047,49.3263807684,0.0
manga-11827-1902,214.930148646,49.2366458158,0.0
manga-11827-3702,213.182664453,49.868483618,0.25
manga-11827-6101,211.580127094,48.5576331453,0.0
manga-11827-6102,212.46705049,48.4441132186,0.0
manga-11827-6103,211.615727295,49.953105098,0.0
manga-11827-6104,213.010158799,50.1370959328,1.0
manga-11827-9101,212.321266069,50.0481183366,0.0
manga-11828-12701,162.485468665,4.60242931266,0.0
manga-11828-12702,162.382495954,4.00694438505,1.0
manga-11828-12703,162.368271808,4.7993888865,0.0
manga-11828-12704,164.340156251,4.42036584902,0.75
manga-11828-12705,163.001070953,3.8359544388,0.0
manga-11828-1901,162.687657587,3.51350466618,0.0
manga-11828-1902,163.257885827,3.68027221803,0.75
manga-11828-3701,162.896097342,3.66463102292,0.0
manga-11828-3702,163.447417493,4.09832511752,0.0
manga-11828-3703,163.26602265,4.63186720641,0.5
manga-11828-3704,163.588576732,3.39578862595,0.0
manga-11828-6101,163.025614316,3.37230269223,0.0
manga-11828-6102,162.971185963,3.5096040406,0.5
manga-11828-6103,162.358826824,3.6568527702,0.0
manga-11828-6104,164.589108309,3.65718699406,0.0
manga-11828-9101,162.311972432,2.7814109475,1.0
manga-11828-9102,162.571966488,3.51257927045,0.0
manga-11830-12701,195.920019324,51.4950809373,0.0
manga-11830-12702,195.739943183,51.3185439311,0.75
manga-11830-12703,197.042299783,50.6637107178,0.5
manga-11830-12704,198.291370576,50.5761006664,0.0
manga-11830-12705,197.921569846,50.2472547612,1.0
manga-11830-1901,197.296063077,52.0209208791,0.0
manga-11830-1902,198.749292649,51.2725778654,0.0
manga-11830-3701,197.268790917,49.7664351578,0.0
manga-11830-3702,197.695984775,50.0928872229,0.5
manga-11830-3703,198.262510451,51.2314448248,0.0
manga-11830-3704,197.710482053,49.8927499125,0.0
manga-11830-6101,197.519410833,49.6615055688,0.0
manga-11830-6102,197.738548552,49.8598180593,0.5
manga-11830-6103,198.608693632,50.9791687626,1.0
manga-11830-6104,198.339389002,51.4609159162,0.25
manga-11830-9101,196.423118498,49.4216055887,0.0
manga-11830-9102,197.346614147,51.5112691735,0.5
manga-11831-12701,194.10533937,52.2958868332,0.0
manga-11831-12702,195.668427838,51.7789409671,1.0
manga-11831-12703,194.6599229,53.4100047118,0.5
manga-11831-12704,196.866556888,52.4049923997,0.25
manga-11831-12705,195.750603538,51.3126570746,0.0
manga-11831-1901,196.516707722,53.4953494937,0.5
manga-11831-1902,194.347709985,51.0995578862,0.0
manga-11831-3701,195.169935129,52.5377424534,0.25
manga-11831-3703,194.760568602,52.6244718796,0.0
manga-11831-3704,196.545558809,52.110895055,0.75
manga-11831-6101,195.23277669,50.8673394378,1.0
manga-11831-6102,195.604075787,52.2064684034,0.5
manga-11831-6103,194.493706457,52.7901877663,0.0
manga-11831-9101,195.814339441,51.5158492314,0.0
manga-11831-9102,196.319221612,53.239016946,0.5
manga-11832-12701,187.744495284,51.6099070757,0.25
manga-11832-12702,188.601746513,50.5820052069,0.0
manga-11832-12703,188.624025706,50.6711826385,0.0
manga-11832-12704,188.237443963,50.9595402432,1.0
manga-11832-12705,190.194781774,49.9660770108,0.0
manga-11832-1901,187.225462984,50.3829861344,0.5
manga-11832-1902,188.113661937,51.0775396717,0.5
manga-11832-3701,188.20219932,50.2717456639,0.0
manga-11832-3702,186.827225931,51.1748171938,0.0
manga-11832-3703,188.56729271,50.6315161574,0.0
manga-11832-3704,188.381414107,50.6432661172,0.5
manga-11832-6101,188.49499959,49.8196778764,0.0
manga-11832-6102,187.459856066,50.6631320124,0.5
manga-11832-6103,188.040290861,51.0388778271,0.0
manga-11832-6104,188.802845725,50.8280041519,0.0
manga-11832-9101,187.741762957,51.3441438592,0.0
manga-11832-9102,188.82923117,50.6672072296,0.5
manga-11833-12701,186.066483435,51.2696548071,0.0
manga-11833-12702,185.473195289,51.0425362776,0.0
manga-11833-12703,187.85946862,50.7205330155,0.0
manga-11833-12704,186.834981249,50.4101093462,0.5
manga-11833-12705,186.455828391,50.0959327378,0.25
manga-11833-1901,185.746699549,51.2115707009,1.0
manga-11833-1902,185.305949115,49.4748516825,0.0
manga-11833-3701,185.059160923,50.6482460753,0.0
manga-11833-3702,184.029549374,50.8250615393,1.0
manga-11833-3703,185.645882731,51.154901646,0.0
manga-11833-3704,186.535338301,50.8334295932,0.0
manga-11833-6101,185.475636411,49.7034348692,0.0
manga-11833-6102,186.320476267,49.9578088622,0.75
manga-11833-6103,185.079518948,50.8350678305,0.0
manga-11833-6104,186.031244328,51.0068700954,0.75
manga-11833-9101,184.748562729,51.2784230171,0.0
manga-11833-9102,185.350544621,50.2367735141,0.0
manga-11834-12701,222.727488537,0.0277284430543,1.0
manga-11834-12702,223.133195164,-0.166402962412,0.0
manga-11834-12703,223.496810107,0.832218298842,0.5
manga-11834-12704,223.34896,0.36421,0.5
manga-11834-12705,223.396117312,0.010389253857,1.0
manga-11834-1901,223.261093515,0.203133380578,0.0
manga-11834-1902,223.080917019,-0.269204471565,0.0
manga-11834-3701,222.869858185,0.907758678385,0.0
manga-11834-3702,224.445785591,1.37844063111,1.0
manga-11834-3703,224.535871075,1.54859860743,1.0
manga-11834-3704,223.183203097,1.21398730017,0.0
manga-11834-6101,223.940740324,-0.334934208589,0.0
manga-11834-6102,223.426697678,-0.0127416403903,0.5
manga-11834-6103,223.78977319,0.781623932016,0.5
manga-11834-6104,224.492267979,1.47359867376,0.0
manga-11834-9101,223.045983798,-0.256094906365,1.0
manga-11834-9102,224.380024747,1.59971930799,0.0
manga-11835-12701,219.869945405,2.76874038761,0.0
manga-11835-12702,220.456547632,3.4437424429,0.5
manga-11835-12703,221.405591971,3.43339494266,0.0
manga-11835-12704,220.575047513,3.72561646699,0.5
manga-11835-12705,220.955528951,1.92599544643,0.5
manga-11835-1901,220.33156735,3.3986400828,0.0
manga-11835-1902,220.481983337,3.339101037,0.0
manga-11835-3701,220.494730224,3.38997186723,0.0
manga-11835-3702,220.275600667,3.66113131831,0.75
manga-11835-3703,221.294836685,3.33278065804,0.0
manga-11835-3704,221.05713437,2.13461925637,0.5
manga-11835-6101,219.175312411,2.38569307832,0.5
manga-11835-6102,219.008411091,2.85162512881,0.0
manga-11835-6103,220.261700421,3.29212727239,0.0
manga-11835-6104,220.859977185,4.38563339624,0.0
manga-11835-9101,220.178475848,3.46542546967,0.0
manga-11835-9102,221.318108759,3.40399806601,0.0
manga-11836-12701,150.298390111,0.225672172214,0.25
manga-11836-12702,151.079045513,0.120422851479,0.0
manga-11836-12703,151.631523897,1.14171903946,0.0
manga-11836-12704,151.22077406,-0.0583135939724,0.0
manga-11836-12705,151.699917385,-0.503646734905,0.0
manga-11836-1901,150.31881552,0.120871771315,0.0
manga-11836-1902,150.717006204,0.0687372189012,0.25
manga-11836-3701,150.541431096,-0.189241255394,0.0
manga-11836-3702,150.517055658,0.687529144448,0.75
manga-11836-3703,150.782690174,0.0451664275529,0.0
manga-11836-3704,151.163872913,0.281512703001,0.0
manga-11836-6101,150.653506903,-1.00312045564,0.0
manga-11836-6102,150.289789044,-0.0795012122838,0.0
manga-11836-6103,150.966660814,1.09523764348,0.0
manga-11836-6104,151.233786456,-0.709525620755,0.0
manga-11836-9101,149.998015741,-0.231905072411,0.0
manga-11836-9102,150.999625203,0.806952367925,0.5
manga-11838-12701,155.14323035,-1.08915667327,0.5
manga-11838-12702,155.359814806,-0.877385192261,0.0
manga-11838-12704,155.898123576,-0.221541705929,0.0
manga-11838-12705,156.156852271,-0.868606908226,0.0
manga-11838-1901,155.268377158,0.161583792807,0.0
manga-11838-1902,156.727476936,-0.541518362576,0.0
manga-11838-3701,155.03374386,-0.797442316493,0.25
manga-11838-3702,155.326257614,-0.564552143181,0.0
manga-11838-3703,156.466617783,1.19064922051,0.0
manga-11838-3704,156.031939474,0.141932846237,0.5
manga-11838-6102,155.435327739,-0.672154804226,0.0
manga-11838-6103,155.600594374,1.1982319304,0.5
manga-11838-6104,155.88372918,0.173720125256,0.0
manga-11838-9101,154.827945241,-0.406758245948,0.5
manga-11838-9102,155.144199504,-0.638306938941,0.25
manga-11863-12701,191.018541072,55.4322082103,1.0
manga-11863-12702,191.092126733,56.0178958509,0.75
manga-11863-12703,191.781197573,56.4819178171,0.0
manga-11863-12704,193.877376645,55.210714099,1.0
manga-11863-12705,192.243297651,55.0355148006,1.0
manga-11863-1901,192.80494435,55.5633706819,0.0
manga-11863-1902,192.986226277,55.3544200839,0.0
manga-11863-3701,191.236349128,54.9025360951,0.5
manga-11863-3702,192.976501778,54.9611293649,0.0
manga-11863-3703,194.059260749,56.8733849175,0.0
manga-11863-3704,195.119569043,55.194222479,0.0
manga-11863-6101,191.698039634,54.8875159658,0.0
manga-11863-6102,191.850958334,54.9870230426,0.0
manga-11863-6103,193.035798126,55.436579519,0.25
manga-11863-6104,193.77666358,55.1497121079,0.0
manga-11863-9101,193.291914066,55.1689820009,0.0
manga-11863-9102,195.280762787,54.799185802,0.5
manga-11865-12701,156.388927588,2.31769645391,0.0
manga-11865-12702,156.681144868,1.00615035475,0.0
manga-11865-12703,157.416363047,2.70513806184,1.0
manga-11865-12704,156.781562867,1.49292097126,0.0
manga-11865-12705,156.80468,1.36672,0.0
manga-11865-1901,156.588058472,0.684927999973,0.5
manga-11865-1902,158.354259513,1.02421579946,0.0
manga-11865-3701,156.313181179,0.892640123494,0.0
manga-11865-3703,157.120583254,1.24985362288,0.0
manga-11865-3704,158.056995578,0.709316863953,1.0
manga-11865-6101,156.783920214,0.965639216093,1.0
manga-11865-6102,156.872922644,1.24674130222,0.0
manga-11865-6103,156.93174198,1.19404715182,0.0
manga-11865-6104,157.664294502,1.9902556761,0.5
manga-11865-9102,157.421404869,1.92002640298,0.5
manga-11866-12701,149.859137991,-0.253925511298,0.75
manga-11866-12702,149.335615835,1.91858456373,1.0
manga-11866-12703,151.533999965,1.80162555499,0.25
manga-11866-12704,149.717406279,1.05917748073,0.0
manga-11866-12705,149.647481331,0.7427726376,0.5
manga-11866-1902,150.210275976,1.33539464827,0.5
manga-11866-3701,149.994877082,1.05497529729,0.25
manga-11866-3702,149.205823259,1.12050728919,0.75
manga-11866-6101,149.430267893,0.689928731093,0.5
manga-11866-6102,150.101545948,0.704575815478,0.75
manga-11866-6103,149.139463628,1.84921450396,0.0
manga-11866-6104,151.612809559,0.964781836806,0.0
manga-11866-9102,150.994189901,0.736632097198,0.5
manga-11867-12701,136.407724544,0.00330191837357,1.0
manga-11867-12704,136.004316677,1.45823320187,0.0
manga-11867-12705,137.226556629,1.43252679911,0.5
manga-11867-1901,135.74611368,0.831029365108,0.0
manga-11867-1902,136.958612561,1.02806424508,0.0
manga-11867-3701,136.737474378,-0.12360143248,0.0
manga-11867-3702,135.70510525,1.02061777146,0.0
manga-11867-3703,137.426785087,2.67538176574,0.25
manga-11867-3704,137.126302684,0.205685992534,0.0
manga-11867-6102,136.464626061,1.13053158669,0.0
manga-11868-12701,249.139946939,24.127634859,0.0
manga-11868-12702,249.001096585,25.3399227759,0.0
manga-11868-12703,248.737058299,25.692594856,1.0
manga-11868-12704,250.121119744,25.5018374531,0.0
manga-11868-12705,249.949336254,25.2522801462,0.0
manga-11868-1901,249.47073,26.26134,0.0
manga-11868-1902,250.061742268,23.6434625792,0.75
manga-11868-3701,249.356618734,25.3079700127,0.0
manga-11868-3702,248.750921836,26.0365556918,0.5
manga-11868-3703,249.760140415,26.2277424914,0.0
manga-11868-3704,249.398119407,25.2942893786,0.0
manga-11868-6101,249.916155878,23.5422460689,0.0
manga-11868-6102,249.514139199,25.3027493499,0.0
manga-11868-6103,249.053079853,25.9312666174,0.0
manga-11868-6104,250.044643759,26.1023841632,0.0
manga-11868-9101,250.161943417,24.403549647,0.0
manga-11868-9102,250.010914139,23.5761808381,1.0
manga-11871-12701,193.151199449,26.7498829806,0.0
manga-11871-12702,193.00153167,26.1591577126,0.5
manga-11871-12703,194.556542486,26.426853598,1.0
manga-11871-12704,193.049369016,26.8747921385,0.0
manga-11871-12705,193.647673866,26.7512964831,0.0
manga-11871-1901,193.595359347,26.7994366625,0.0
manga-11871-1902,193.245996793,26.7203862237,0.5
manga-11871-3701,193.905977678,26.6421081307,0.0
manga-11871-3702,192.58466,26.75008,1.0
manga-11871-3703,193.903922546,26.9116262146,0.0
manga-11871-3704,194.333243955,26.4322874791,0.0
manga-11871-6101,192.556092122,26.7760821012,0.25
manga-11871-6102,192.89756739,26.6289329998,0.0
manga-11871-6103,193.028639413,27.0263495687,0.0
manga-11871-6104,193.346339794,27.0334666861,0.0
manga-11871-9101,193.340338099,26.3614125102,0.0
manga-11871-9102,194.194529682,25.4981007351,0.0
manga-11872-12701,177.546982855,53.7224113925,0.0
manga-11872-12702,177.528404347,53.4198357093,1.0
manga-11872-12703,181.220658848,54.231764685,0.0
manga-11872-12704,178.938661141,52.9939219537,0.5
manga-11872-12705,177.719600157,53.0666850736,0.0
manga-11872-1901,179.190268534,52.5070846888,0.0
manga-11872-1902,180.227756746,51.9774654935,0.0
manga-11872-3701,179.620301713,52.5702709861,0.0
manga-11872-3702,179.299925995,54.5713599938,1.0
manga-11872-3703,180.789194086,54.2225992166,0.0
manga-11872-3704,180.253019632,53.2501626213,0.0
manga-11872-6101,180.170419221,52.0379215415,0.0
manga-11872-6102,179.222946046,52.5471547263,0.75
manga-11872-6103,179.698674351,52.9889744502,0.0
manga-11872-6104,181.132545736,52.463605653,0.0
manga-11872-9101,178.501280884,52.9214684692,0.0
manga-11872-9102,181.788472261,53.6714800591,0.0
manga-11939-12701,193.984616598,27.6098204481,0.0
manga-11939-12702,192.2474,27.37545,1.0
manga-11939-12703,193.480729309,28.393870504,0.0
manga-11939-12704,194.286131267,27.1737006268,0.0
manga-11939-12705,194.206924324,27.0939202696,0.0
manga-11939-1901,193.836642556,27.1496853505,0.0
manga-11939-1902,193.934483198,27.7165891949,0.0
manga-11939-3701,193.753489134,27.4833809056,1.0
manga-11939-3702,194.268084999,27.5259477857,0.0
manga-11939-3703,194.355202281,27.4045722485,0.25
manga-11939-3704,194.26079886,27.6566774614,1.0
manga-11939-6101,194.144318374,27.2275450356,0.0
manga-11939-6102,193.877572817,27.5442666743,1.0
manga-11939-6103,194.294817823,27.4049167636,1.0
manga-11939-6104,194.486091549,27.0374944751,0.0
manga-11939-9101,191.899844527,27.6111809621,1.0
manga-11939-9102,194.326260987,27.74739409,0.0
manga-11940-12701,247.66197183,35.0564096875,0.75
manga-11940-12702,245.783058615,35.8378613536,0.25
manga-11940-12703,247.582908431,36.189080954,0.0
manga-11940-12704,246.96411409,36.1555736154,0.0
manga-11940-12705,248.324336466,35.3423464689,0.5
manga-11940-1901,245.813192752,35.6647422726,0.0
manga-11940-1902,246.626234333,35.6717843635,0.0
manga-11940-3701,245.910964906,35.0113016806,0.0
manga-11940-3702,245.622376335,35.6558531888,0.0
manga-11940-3703,247.631316075,35.3323428241,0.5
manga-11940-3704,245.86624055,35.7928310979,1.0
manga-11940-6101,245.853994671,36.0146075021,0.0
manga-11940-6102,246.406326982,35.9776385768,0.0
manga-11940-6103,245.29576949,36.0685044233,0.0
manga-11940-9101,246.611426221,37.2334944399,0.0
manga-11940-9102,245.985374909,36.2276012107,0.0
manga-11941-12701,247.296132917,40.857407722,0.75
manga-11941-12702,247.104082954,41.1684537291,1.0
manga-11941-12703,247.436504694,41.7784913034,1.0
manga-11941-12704,247.611868226,41.4839513341,1.0
manga-11941-12705,247.766155094,41.1560477001,0.5
manga-11941-1902,247.467008503,40.8250546878,0.0
manga-11941-3701,247.150711235,40.6855551049,0.0
manga-11941-3702,246.293064913,40.8928612143,0.0
manga-11941-3703,247.073512364,40.9670086222,0.5
manga-11941-3704,247.454363992,40.6565077815,0.5
manga-11941-6101,247.86927656,40.1416815463,0.0
manga-11941-6102,247.523817872,40.7980240583,0.5
manga-11941-6103,247.089894816,40.9067946391,0.75
manga-11941-6104,248.165809199,40.8585013593,0.0
manga-11941-9101,246.164759883,41.0199487003,0.0
manga-11941-9102,247.567383472,40.6597436795,0.5
manga-11942-12701,246.225734501,41.0507937901,0.0
manga-11942-12702,246.72045304,41.2537505846,0.5
manga-11942-12703,246.94104964,41.7385062588,0.5
manga-11942-12704,247.11698,41.21859,0.0
manga-11942-12705,247.436995092,40.811654782,0.0
manga-11942-1902,246.933401656,39.5429894943,0.0
manga-11942-3701,247.448654652,40.8720077073,1.0
manga-11942-3702,246.753307091,40.8105223203,0.0
manga-11942-3703,247.599684412,40.6656769388,0.0
manga-11942-3704,248.220733643,40.3489151001,0.25
manga-11942-6101,246.132208786,40.7656012821,0.0
manga-11942-6102,248.159458333,41.4592222222,1.0
manga-11942-6103,245.918362946,41.1045098177,0.0
manga-11942-6104,249.083630374,39.9462259106,0.0
manga-11942-9101,246.274339053,40.9287394558,0.25
manga-11942-9102,247.404369609,40.8483787594,1.0
manga-11943-12701,245.866907039,39.1913893221,0.5
manga-11943-12702,246.748152586,39.0138048168,0.0
manga-11943-12703,246.92750224,39.3773283826,0.0
manga-11943-12704,247.684393701,39.899857579,0.0
manga-11943-12705,246.795702644,39.3051046612,0.0
manga-11943-1901,247.38784767,39.9029542367,0.75
manga-11943-1902,247.282285295,39.1484733122,1.0
manga-11943-3701,246.467218431,41.0577922301,0.0
manga-11943-3702,246.472977708,41.5411708049,1.0
manga-11943-3703,248.718436818,40.1947711673,0.5
manga-11943-3704,249.045990369,40.0718422894,0.5
manga-11943-6101,246.622292781,39.0821979245,0.0
manga-11943-6102,246.55144822,39.1431397224,0.0
manga-11943-6103,246.884556893,39.5706765419,0.0
manga-11943-6104,247.636045094,39.3841818366,0.0
manga-11943-9101,247.24902736,39.6838528314,1.0
manga-11943-9102,247.150256657,39.5337639182,0.0
manga-11944-12701,241.892588201,36.484048963,1.0
manga-11944-12702,241.78143,38.27807,0.5
manga-11944-12703,243.72595426,37.6038659259,0.0
manga-11944-12704,243.256777222,37.2874747153,0.75
manga-11944-12705,241.783619859,36.9150513769,0.0
manga-11944-1901,242.694446316,37.1197809809,0.0
manga-11944-1902,243.949535829,36.5273379079,0.0
manga-11944-3701,243.440329939,38.5713407483,0.0
manga-11944-3702,242.042394367,38.8249725801,0.5
manga-11944-3703,241.89554,38.45679,0.0
manga-11944-3704,243.681012655,36.5337157282,0.0
manga-11944-6101,243.455037728,38.1519598728,0.0
manga-11944-6102,243.239583132,37.3961339118,0.0
manga-11944-6103,242.709079468,38.7082418628,0.25
manga-11944-6104,243.96950434,36.9974632127,0.0
manga-11944-9101,242.014629676,37.1539736173,0.5
manga-11944-9102,242.807684125,36.9734186808,0.0
manga-11945-12701,251.760581837,40.1439657347,0.0
manga-11945-12702,252.184049916,39.5024762185,0.5
manga-11945-12703,252.964778972,41.1452075489,0.0
manga-11945-12704,252.422210792,40.6446243541,0.0
manga-11945-12705,252.996921605,40.2712372556,0.5
manga-11945-1901,253.121249391,40.3119461393,0.5
manga-11945-1902,254.311347374,40.7108719711,0.0
manga-11945-3701,252.713132467,39.59825551,1.0
manga-11945-3702,252.817384664,39.8523265147,0.75
manga-11945-3703,254.354048536,40.3138603986,0.0
manga-11945-3704,252.935745239,39.2267570496,0.75
manga-11945-6101,251.045048996,39.788762125,0.0
manga-11945-6102,252.895577043,40.0217693745,0.0
manga-11945-6103,253.741301254,41.0548034755,0.0
manga-11945-6104,254.361475678,40.7356215346,0.75
manga-11945-9101,252.699140015,39.7445387526,0.0
manga-11945-9102,254.093218814,40.0704135328,1.0
manga-11946-12701,249.942531179,37.0892236014,0.0
manga-11946-12702,250.20107526,36.9605115957,0.0
manga-11946-12703,250.229385382,37.9043176124,0.0
manga-11946-12704,251.030390073,37.4692565374,0.5
manga-11946-12705,251.090088699,37.4387077016,0.0
manga-11946-1901,249.978361975,37.1800619539,0.0
manga-11946-1902,251.209902157,38.9602433789,0.0
manga-11946-3701,250.195023283,37.0420341385,0.0
manga-11946-3702,249.878895147,37.5120939479,0.0
manga-11946-3703,251.753175821,39.0613392272,0.0
manga-11946-3704,250.552926598,38.7079430093,1.0
manga-11946-6102,250.026945635,37.191323344,0.75
manga-11946-6103,250.458323977,37.517407769,0.5
manga-11946-6104,250.721638796,37.8766860641,0.0
manga-11946-9101,250.292722125,38.8319806379,0.5
manga-11946-9102,251.141802269,38.9205042448,0.0
manga-11947-12701,251.314150325,34.6397412596,0.5
manga-11947-12702,251.336995548,35.5921755514,0.0
manga-11947-12703,251.968160826,36.7059255751,0.0
manga-11947-12704,252.289915947,36.2238377918,0.25
manga-11947-12705,252.258317125,36.1925490288,0.0
manga-11947-1901,252.015786598,36.7343263312,0.0
manga-11947-1902,252.721692061,35.4770624203,0.0
manga-11947-3701,251.802715446,34.5608092535,0.0
manga-11947-3703,251.673281134,36.0904157114,0.75
manga-11947-3704,252.372631401,36.0394905812,0.5
manga-11947-6101,252.484993479,35.2120902521,0.0
manga-11947-6102,252.79647344,35.7668759796,0.5
manga-11947-6103,252.394600453,36.2009177497,0.5
manga-11947-6104,253.942642235,35.6254285947,1.0
manga-11947-9101,252.073026655,35.9001363933,0.0
manga-11947-9102,253.586583638,36.0136972847,0.0
manga-11948-12701,251.202911231,32.8921442619,0.0
manga-11948-12702,251.16487974,32.2118988278,0.0
manga-11948-12703,250.094563226,33.679745815,0.75
manga-11948-12704,250.810818967,33.5825525178,0.5
manga-11948-12705,251.973650348,32.1467680125,0.0
manga-11948-1901,250.238508077,32.2889202398,0.0
manga-11948-1902,251.417369457,32.0912623718,1.0
manga-11948-3701,249.609845636,32.7008686306,0.0
manga-11948-3702,249.510193045,32.7916475483,0.75
manga-11948-3703,249.643424949,31.8729774475,0.0
manga-11948-3704,251.059529409,31.7497040126,0.0
manga-11948-6101,249.936326496,31.4119994682,0.0
manga-11948-6102,250.003981348,32.2463037231,0.5
manga-11948-6103,249.278215135,32.9002266179,0.0
manga-11948-6104,249.492639203,32.872411816,0.0
manga-11948-9101,249.716974116,32.5585451671,0.5
manga-11948-9102,250.871292087,32.2898275708,0.0
manga-11949-12701,251.720702617,34.4100250638,0.0
manga-11949-12702,251.736451177,34.1555283805,0.5
manga-11949-12703,253.193483704,34.8078964193,0.5
manga-11949-12704,252.085094437,33.2815506757,0.0
manga-11949-12705,254.576201691,33.6377928224,1.0
manga-11949-1901,251.183592927,33.4757573092,0.5
manga-11949-3701,251.222868491,34.1754945172,1.0
manga-11949-3702,252.62180906,35.2114647084,0.0
manga-11949-3704,253.14231516,32.868135509,0.0
manga-11949-6101,253.367844165,32.9589699785,0.5
manga-11949-6102,253.439763428,33.2062098416,0.0
manga-11949-6103,251.815380745,33.9324145967,0.0
manga-11949-6104,252.327042325,34.2683643362,0.0
manga-11949-9101,251.979470135,33.9576156772,0.0
manga-11949-9102,252.439264227,33.9944646362,0.5
manga-11950-12701,249.83968507,29.3697720089,0.0
manga-11950-12702,250.010415187,30.1462949694,0.0
manga-11950-12703,251.643815833,30.5776286995,0.0
manga-11950-12704,250.140218654,30.7687952922,0.0
manga-11950-1901,249.226683708,29.0148514188,0.0
manga-11950-1902,249.101564018,29.3379866482,0.25
manga-11950-3701,250.113991134,28.5471763928,0.0
manga-11950-3702,250.29375611,29.050756407,0.0
manga-11950-3703,252.021233215,30.0852160032,0.0
manga-11950-3704,251.516636141,28.9309265726,0.0
manga-11950-6101,252.130886432,29.2474689784,0.75
manga-11950-6103,249.422811396,30.6964341427,0.0
manga-11950-6104,252.271955726,29.7587746686,0.0
manga-11950-9101,252.166369965,30.0199489037,0.0
manga-11950-9102,252.155309333,29.3076891669,0.0
manga-11951-12701,251.982171929,31.7935925696,0.0
manga-11951-12702,252.109776971,31.9263427619,1.0
manga-11951-12703,252.74833,32.77021,0.0
manga-11951-12704,254.467385329,31.9721423684,0.5
manga-11951-12705,254.255494504,31.2533391731,0.5
manga-11951-1901,254.084704233,32.1742832399,0.0
manga-11951-1902,254.14347312,32.1690650494,1.0
manga-11951-3701,253.659987406,31.9004466629,0.0
